0 4.25686 0.00127704
1 4.20806 0.0225869
2 4.0908 0.0220356
3 4.04632 0.0218351
4 3.99539 0.0216133
5 3.93629 0.0213039
6 3.86863 0.0209835
7 3.84388 0.0208672
8 3.76517 0.0204665
9 3.70996 0.0202273
10 3.65426 0.0199559
11 3.61151 0.0197225
12 3.56169 0.0194847
13 3.51142 0.0192361
14 3.46169 0.0190108
15 3.43816 0.0188824
16 3.40146 0.0187277
17 3.36685 0.0185784
18 3.31776 0.0183611
19 3.26659 0.0180656
20 3.25004 0.0179776
21 3.21541 0.0178082
22 3.21206 0.0178229
23 3.14085 0.0174854
24 3.11753 0.0173775
25 3.09343 0.0172854
26 3.09348 0.017239
27 3.05165 0.0170531
28 3.01141 0.0168478
29 3.00789 0.0168435
30 2.98983 0.0167368
31 2.97675 0.0166698
32 2.96492 0.0166291
33 2.93444 0.0164788
34 2.90498 0.0163553
35 2.91386 0.016352
36 2.88347 0.016242
37 2.83958 0.0160309
38 2.81877 0.0159304
39 2.81391 0.0159163
40 2.78724 0.0157646
41 2.78562 0.0157697
42 2.75813 0.0156421
43 2.78107 0.0157569
44 2.75625 0.0156283
45 2.73975 0.015552
46 2.72023 0.0154654
47 2.7065 0.0154052
48 2.71919 0.015427
49 2.68821 0.0152962
50 2.66442 0.0152102
51 2.66542 0.0151878
52 2.6582 0.0151529
53 2.63696 0.0150756
54 2.63287 0.015032
55 2.6368 0.0150336
56 2.5989 0.0148805
57 2.59854 0.0148558
58 2.61527 0.0149627
59 2.59261 0.0148217
60 2.59905 0.0148712
61 2.57501 0.0147632
62 2.58236 0.0147872
63 2.56692 0.0147108
64 2.57617 0.014761
65 2.59882 0.0148664
66 2.57021 0.014722
67 2.55368 0.0146718
68 2.53801 0.0145996
69 2.53238 0.0145576
70 2.52558 0.0145295
71 2.52036 0.0145026
72 2.5431 0.0146123
73 2.5055 0.0144288
74 2.53548 0.0145804
75 2.53726 0.0145985
76 2.50693 0.0144416
77 2.49086 0.0143581
78 2.48735 0.0143539
79 2.50587 0.0144143
80 2.48361 0.0143168
81 2.50337 0.0144121
82 2.47601 0.0142789
83 2.49213 0.0143667
84 2.49986 0.0143774
85 2.47631 0.0142909
86 2.48645 0.0143176
87 2.49048 0.0143401
88 2.47204 0.0142649
89 2.47598 0.0142632
90 2.48569 0.0143265
91 2.49736 0.0144022
92 2.47061 0.0142533
93 2.44307 0.0141188
94 2.48898 0.0143597
95 2.46473 0.0142294
96 2.47756 0.014287
97 2.49401 0.0143864
98 2.44843 0.0141738
99 2.45499 0.0141645
100 2.47634 0.0142695
101 2.48314 0.0143271
102 2.43473 0.014077
103 2.46107 0.0142326
104 2.45795 0.0141958
105 2.44902 0.0141581
106 2.46074 0.0142144
107 2.43416 0.0140975
108 2.47173 0.0142544
109 2.45332 0.0141689
110 2.47581 0.0142761
111 2.44206 0.0141271
112 2.45763 0.0141835
113 2.42464 0.0140289
114 2.42311 0.0140277
115 2.44594 0.0141281
116 2.46525 0.0142254
117 2.42997 0.0140702
118 2.44784 0.0141585
119 2.43434 0.0141006
120 2.44614 0.0141388
121 2.43082 0.0140742
122 2.45373 0.0141781
123 2.4526 0.0141692
124 2.46754 0.0142323
125 2.44692 0.0141482
126 2.45929 0.0141902
127 2.42021 0.0140083
128 2.45523 0.0141919
129 2.43376 0.0140803
130 2.44925 0.0141681
131 2.44355 0.0141362
132 2.43268 0.0140542
133 2.42005 0.0140263
134 2.44599 0.0141399
135 2.45194 0.0141426
136 2.4371 0.0140771
137 2.43697 0.0141062
138 2.43774 0.0141055
139 2.45725 0.014198
140 2.44716 0.0141305
141 2.42295 0.0140268
142 2.41551 0.0140074
143 2.4363 0.0141015
144 2.43762 0.01411
145 2.43723 0.0141087
146 2.4625 0.0142161
147 2.42607 0.0140346
148 2.4422 0.0141296
149 2.42214 0.014043
