18	 0.057199	 3.31e-04	 0.46434	 0.00013
20	 0.061048	 3.43e-04	 0.66253	 0.00016
23	 0.066052	 3.58e-04	 0.95851	 0.00020
27	 0.072252	 3.76e-04	 1.44899	 0.00028
30	 0.077000	 3.89e-04	 1.89121	 0.00034
