10	 0.040812	 2.8243600000000002e-04	 
12	 0.045384	 2.96152e-04	 
14	 0.049608	 3.08824e-04	 
16	 0.053564	 3.20692e-04	 
18	 0.057302	 3.31906e-04	 
20	 0.060866	 3.42598e-04	 
22	 0.064399	 3.53197e-04	 
24	 0.067625	 3.628750000000001e-04	 
26	 0.070732	 3.72196e-04	 
28	 0.073798	 3.81394e-04	 
30	 0.076751	 3.902530000000001e-04
