0.420142 1.14225e-07 7.1e-04   1.00372e-07
0.430018 1.83946e-07 7.25e-04  1.00507e-07
0.440022 2.43116e-07 7.4e-04   1.00692e-07
0.449957 3.11187e-07 7.55e-04  1.00945e-07
0.459947 4.22476e-07 7.7e-04   1.01289e-07
0.470197 6.10259e-07 7.85e-04  1.0176e-07
0.479998 8.02659e-07 8e-04     1.02402e-07
0.490059 1.09748e-06 8.15e-04  1.03278e-07
0.499985 1.48207e-06 8.3e-04   1.04473e-07
0.509907 2.03695e-06 8.45e-04  1.06105e-07
