0 4.25876 0.00127761
1 4.19555 0.0225269
2 4.06255 0.0219
3 4.00535 0.0216383
4 3.94045 0.0213491
5 3.86808 0.0209763
6 3.78681 0.0205905
7 3.75226 0.020427
8 3.66129 0.019968
9 3.59377 0.0196691
10 3.52683 0.0193438
11 3.47469 0.0190662
12 3.41538 0.0187828
13 3.35519 0.018487
14 3.29611 0.0182162
15 3.26357 0.0180453
16 3.21844 0.0178492
17 3.17606 0.0176617
18 3.12008 0.0174103
19 3.06037 0.0170765
20 3.03567 0.0169499
21 2.99531 0.0167533
22 2.98511 0.0167333
23 2.908 0.0163671
24 2.87804 0.0162271
25 2.84889 0.0161091
26 2.84234 0.0160342
27 2.79534 0.0158224
28 2.74981 0.0155927
29 2.74069 0.0155605
30 2.71811 0.0154337
31 2.70078 0.0153466
32 2.68414 0.0152816
33 2.64897 0.0151091
34 2.61599 0.0149672
35 2.61946 0.0149418
36 2.58647 0.0148163
37 2.53943 0.0145901
38 2.51439 0.0144694
39 2.50673 0.014441
40 2.47644 0.0142741
41 2.47192 0.0142641
42 2.44188 0.0141238
43 2.46152 0.0142223
44 2.43371 0.0140802
45 2.41477 0.013992
46 2.39288 0.0138932
47 2.37699 0.0138221
48 2.38661 0.0138332
49 2.35356 0.0136906
50 2.3279 0.0135926
51 2.3271 0.0135645
52 2.31737 0.0135176
53 2.29445 0.0134295
54 2.28828 0.0133786
55 2.29004 0.0133717
56 2.25049 0.0132076
57 2.24839 0.0131771
58 2.26427 0.0132769
59 2.23905 0.0131272
60 2.24486 0.0131716
61 2.21941 0.013056
62 2.22506 0.0130732
63 2.20854 0.0129918
64 2.21645 0.0130349
65 2.23759 0.0131335
66 2.20808 0.0129856
67 2.19072 0.0129279
68 2.17439 0.0128522
69 2.16725 0.0128047
70 2.15979 0.0127729
71 2.15368 0.0127419
72 2.17521 0.0128458
73 2.1367 0.0126582
74 2.16622 0.0128068
75 2.16741 0.0128208
76 2.13594 0.0126598
77 2.11906 0.0125732
78 2.11506 0.0125651
79 2.13197 0.0126213
80 2.10967 0.0125225
81 2.12861 0.0126137
82 2.10061 0.0124778
83 2.11628 0.0125621
84 2.12298 0.0125711
85 2.09962 0.0124822
86 2.10856 0.012506
87 2.11219 0.0125261
88 2.09364 0.0124487
89 2.09648 0.0124443
90 2.10616 0.0125054
91 2.11813 0.0125801
92 2.09052 0.0124296
93 2.06249 0.0122931
94 2.1086 0.0125322
95 2.08345 0.0123994
96 2.09582 0.0124554
97 2.11248 0.0125532
98 2.06676 0.012339
99 2.07196 0.0123285
100 2.0931 0.0124321
101 2.10026 0.0124882
102 2.05105 0.0122366
103 2.07806 0.0123917
104 2.07395 0.0123529
105 2.06485 0.0123137
106 2.07652 0.0123697
107 2.05007 0.012252
108 2.08667 0.0124074
109 2.06831 0.0123218
110 2.09041 0.0124272
111 2.0568 0.0122772
112 2.07167 0.0123326
113 2.03868 0.0121775
114 2.03714 0.0121755
115 2.05955 0.012275
116 2.07889 0.0123719
117 2.04378 0.0122156
118 2.06156 0.0123032
119 2.04814 0.0122447
120 2.05922 0.0122819
121 2.04412 0.0122172
122 2.06675 0.0123206
123 2.06531 0.0123107
124 2.07992 0.0123733
125 2.05964 0.0122889
126 2.0715 0.0123307
127 2.03239 0.0121479
128 2.06774 0.012331
129 2.04601 0.0122194
130 2.06185 0.0123071
131 2.05584 0.0122742
132 2.04404 0.0121917
133 2.0322 0.0121633
134 2.05789 0.0122772
135 2.06297 0.0122791
136 2.04827 0.0122135
137 2.04883 0.012242
138 2.04933 0.0122406
139 2.06884 0.0123332
140 2.05819 0.0122655
141 2.03427 0.0121616
142 2.02716 0.0121416
143 2.0478 0.0122357
144 2.04912 0.0122439
145 2.04869 0.0122423
146 2.07358 0.0123498
147 2.0369 0.0121679
148 2.05337 0.0122623
149 2.03363 0.0121759
