9	 0.039201	 2.7760300000000003e-04	 
12	 0.046662	 2.99986e-04	 
15	 0.053296	 3.19888e-04	 
18	 0.059283	 3.37849e-04	 
21	 0.064944	 3.54832e-04	 
24	 0.070178	 3.705340000000001e-04	 
27	 0.075083	 3.85249e-04	 
30	 0.079773	 3.99319e-04

