18	 0.059916	 3.39748e-04	 0.21483	 9.22245e-04	 
21	 0.065291	 3.55873e-04	 0.36221	 0.001143315	 
24	 0.07032	 3.7096e-04	 0.54725	 0.001420875	 
28	 0.076824	 3.90472e-04	 0.88211	 0.001923165	 
